Estacion AMB NORMAL;;;Sensor IOT (PROM);;;
Fecha;Hora;Valor;Fecha;Hora;Valor;
9/12/2018;0:00:00;20,5;9/12/2018;0:01:11;19,14285659790030;
9/12/2018;1:00:00;23,2;9/12/2018;1:01:11;22,85714149475090;
9/12/2018;2:00:00;22,7;9/12/2018;2:01:11;25,14285659790030;
9/12/2018;3:00:00;18,6;9/12/2018;3:01:11;27,00000000000000;
9/12/2018;4:00:00;19,5;9/12/2018;4:01:11;26,42857170104980;
9/12/2018;5:00:00;21,4;9/12/2018;5:01:11;14,85714149475090;
9/12/2018;6:00:00;20;9/12/2018;6:01:11;33,14285659790030;
9/12/2018;7:00:00;21,7;9/12/2018;7:01:11;29,28571319580070;
9/12/2018;8:00:00;19,9;9/12/2018;8:01:11;23,14285850524900;
9/12/2018;9:00:00;20,5;9/12/2018;9:01:10;25,00000190734860;
9/12/2018;10:00:00;19,5;9/12/2018;10:01:11;33,42856979370110;
9/12/2018;11:00:00;16,4;9/12/2018;11:01:10;30,85714149475090;
9/12/2018;12:00:00;14,9;9/12/2018;12:01:11;40,85714340209960;
9/12/2018;13:00:00;14,4;9/12/2018;13:01:10;37,14285659790030;
9/12/2018;14:00:00;14,9;9/12/2018;14:01:11;22,71428680419920;
9/12/2018;15:00:00;13,1;9/12/2018;15:01:10;25,57142829895010;
9/12/2018;16:00:00;13,2;9/12/2018;16:01:10;23,00000190734860;
9/12/2018;17:00:00;13,9;9/12/2018;17:01:10;21,00000190734860;
9/12/2018;18:00:00;14,2;9/12/2018;18:01:10;17,71428680419920;
9/12/2018;19:00:00;14,2;9/12/2018;19:01:11;21,85714149475090;
9/12/2018;20:00:00;15,1;9/12/2018;20:01:10;39,00000381469720;
9/12/2018;21:00:00;17;9/12/2018;21:01:20;23,57142829895010;
9/12/2018;22:00:00;18,6;9/12/2018;22:01:10;22,71428680419920;
9/12/2018;23:00:00;19,9;9/12/2018;23:01:11;28,42856979370110;
10/12/2018;0:00:00;15,5;10/12/2018;0:01:10;26,14285659790030;
10/12/2018;1:00:00;23;10/12/2018;1:01:11;25,28571510314940;
10/12/2018;2:00:00;21,6;10/12/2018;2:01:10;30,71428680419920;
10/12/2018;3:00:00;18,4;10/12/2018;3:01:10;32,71428680419920;
10/12/2018;4:00:00;18,3;10/12/2018;4:01:20;24,42857170104980;
10/12/2018;5:00:00;23,4;10/12/2018;5:01:10;29,57142639160150;
10/12/2018;6:00:00;24,1;10/12/2018;6:01:11;26,57142829895010;
10/12/2018;7:00:00;28,4;10/12/2018;7:01:11;27,85714149475090;
10/12/2018;8:00:00;27,9;10/12/2018;8:01:11;32,28571319580070;
10/12/2018;9:00:00;20,4;10/12/2018;9:01:11;23,42857170104980;
10/12/2018;10:00:00;19,7;10/12/2018;10:01:21;28,42856979370110;
10/12/2018;11:00:00;19;10/12/2018;11:01:11;33,42857360839840;
10/12/2018;12:00:00;17,6;10/12/2018;12:01:11;44,00000000000000;
10/12/2018;13:00:00;15,4;10/12/2018;13:01:11;37,14285278320310;
10/12/2018;14:00:00;15,2;10/12/2018;14:01:11;33,85714340209960;
10/12/2018;15:00:00;17,8;10/12/2018;15:01:11;27,00000000000000;
10/12/2018;16:00:00;21,4;10/12/2018;16:01:32;29,85714340209960;
10/12/2018;17:00:00;18,1;10/12/2018;17:01:11;20,85714149475090;
10/12/2018;18:00:00;20,7;10/12/2018;18:01:11;17,42857170104980;
10/12/2018;19:00:00;21,2;10/12/2018;19:01:11;18,42857170104980;
10/12/2018;20:00:00;18,9;10/12/2018;20:01:11;18,57142829895010;
10/12/2018;21:00:00;23,7;10/12/2018;21:01:11;18,14285659790030;
10/12/2018;22:00:00;25,2;10/12/2018;22:01:11;19,71428680419920;
10/12/2018;23:00:00;24,2;10/12/2018;23:01:11;24,14285659790030;
11/12/2018;0:00:00;22,4;11/12/2018;0:01:11;23,00000000000000;
11/12/2018;1:00:00;21,2;11/12/2018;1:01:11;22,00000000000000;
11/12/2018;2:00:00;21,3;11/12/2018;2:01:11;20,14285850524900;
11/12/2018;3:00:00;25,1;11/12/2018;3:01:11;21,71428489685050;
11/12/2018;4:00:00;21,2;11/12/2018;4:01:10;19,42857170104980;
11/12/2018;5:00:00;22,1;11/12/2018;5:01:11;29,28571128845210;
11/12/2018;6:00:00;26,9;11/12/2018;6:01:11;28,57142639160150;
11/12/2018;7:00:00;33,2;11/12/2018;7:01:11;28,14285659790030;
11/12/2018;8:00:00;33,5;11/12/2018;8:01:11;28,85714149475090;
11/12/2018;9:00:00;26,3;11/12/2018;9:01:11;29,14285659790030;
11/12/2018;10:00:00;24,5;11/12/2018;10:01:11;35,57142639160150;
11/12/2018;11:00:00;19,7;11/12/2018;11:01:11;37,28571319580070;
11/12/2018;12:00:00;18;11/12/2018;12:01:11;41,28571319580070;
11/12/2018;13:00:00;14,8;11/12/2018;13:01:11;41,00000381469720;
11/12/2018;14:00:00;14,6;11/12/2018;14:01:11;33,57143020629880;
11/12/2018;15:00:00;14,9;11/12/2018;15:01:11;28,85714149475090;
11/12/2018;16:00:00;14,8;11/12/2018;16:01:11;24,14285659790030;
11/12/2018;17:00:00;16,6;11/12/2018;17:01:11;21,28571510314940;
11/12/2018;18:00:00;17,5;11/12/2018;18:01:11;15,85714340209960;
11/12/2018;19:00:00;17,4;11/12/2018;19:01:12;20,14285850524900;
11/12/2018;20:00:00;16,4;11/12/2018;20:01:11;18,28571510314940;
11/12/2018;21:00:00;15,9;11/12/2018;21:01:11;19,42857170104980;
11/12/2018;22:00:00;15,4;11/12/2018;22:01:11;23,28571510314940;
11/12/2018;23:00:00;14,4;11/12/2018;23:01:11;23,42857170104980;
12/12/2018;0:00:00;19;12/12/2018;0:01:11;23,00000000000000;
12/12/2018;1:00:00;21,7;12/12/2018;1:01:11;22,00000000000000;
12/12/2018;2:00:00;20,5;12/12/2018;2:01:11;20,14285850524900;
12/12/2018;3:00:00;20,5;12/12/2018;3:01:11;21,71428489685050;
12/12/2018;4:00:00;20;12/12/2018;4:01:10;19,42857170104980;
12/12/2018;5:00:00;24,5;12/12/2018;5:01:11;29,28571128845210;
12/12/2018;6:00:00;26,7;12/12/2018;6:01:11;28,57142639160150;
12/12/2018;7:00:00;26,9;12/12/2018;7:01:11;28,14285659790030;
12/12/2018;8:00:00;29,4;12/12/2018;8:01:11;28,85714149475090;
12/12/2018;9:00:00;27,9;12/12/2018;9:01:11;29,14285659790030;
12/12/2018;10:00:00;21;12/12/2018;10:01:11;35,57142639160150;
12/12/2018;11:00:00;18,4;12/12/2018;11:01:11;37,28571319580070;
12/12/2018;12:00:00;16,4;12/12/2018;12:01:11;41,28571319580070;
12/12/2018;13:00:00;15,3;12/12/2018;13:01:11;41,00000381469720;
12/12/2018;14:00:00;15,9;12/12/2018;14:01:11;33,57143020629880;
12/12/2018;15:00:00;14,6;12/12/2018;15:01:11;28,85714149475090;
12/12/2018;16:00:00;15,6;12/12/2018;16:01:11;24,14285659790030;
12/12/2018;17:00:00;17,7;12/12/2018;17:01:11;21,28571510314940;
12/12/2018;18:00:00;17,7;12/12/2018;18:01:11;15,85714340209960;
12/12/2018;19:00:00;17,8;12/12/2018;19:01:12;20,14285850524900;
12/12/2018;20:00:00;17,4;12/12/2018;20:01:11;18,28571510314940;
12/12/2018;21:00:00;16;12/12/2018;21:01:11;19,42857170104980;
12/12/2018;22:00:00;15,7;12/12/2018;22:01:11;23,28571510314940;
12/12/2018;23:00:00;14,2;12/12/2018;23:01:11;23,42857170104980;
13/12/2018;0:00:00;19,6;13/12/2018;0:01:20;23,57143020629880;
13/12/2018;1:00:00;19,6;13/12/2018;1:01:11;23,71428680419920;
13/12/2018;2:00:00;18,9;13/12/2018;2:01:11;21,42857170104980;
13/12/2018;3:00:00;18,1;13/12/2018;3:01:11;20,85714340209960;
13/12/2018;4:00:00;18,8;13/12/2018;4:01:12;17,42857170104980;
13/12/2018;5:00:00;18,1;13/12/2018;5:01:11;24,71428489685050;
13/12/2018;6:00:00;20,3;13/12/2018;6:01:11;25,57142829895010;
13/12/2018;7:00:00;20,7;13/12/2018;7:01:11;24,85714340209960;
13/12/2018;8:00:00;27,2;13/12/2018;8:01:11;23,28571319580070;
13/12/2018;9:00:00;24,4;13/12/2018;9:01:11;29,00000000000000;
13/12/2018;10:00:00;20,9;13/12/2018;10:01:11;24,42857170104980;
13/12/2018;11:00:00;16,4;13/12/2018;11:01:11;31,28571510314940;
13/12/2018;12:00:00;15,7;13/12/2018;12:01:11;23,85714340209960;
13/12/2018;13:00:00;14;13/12/2018;13:01:11;39,14285659790030;
13/12/2018;14:00:00;13,6;13/12/2018;14:01:11;28,57142639160150;
13/12/2018;15:00:00;12,8;13/12/2018;15:01:11;28,14285659790030;
13/12/2018;16:00:00;10;13/12/2018;16:01:11;20,28571510314940;
13/12/2018;17:00:00;9,5;13/12/2018;17:01:11;18,00000000000000;
13/12/2018;18:00:00;9,2;13/12/2018;18:01:11;17,57142829895010;
13/12/2018;19:00:00;10,3;13/12/2018;19:01:11;13,57142925262450;
13/12/2018;20:00:00;8,8;13/12/2018;20:01:11;14,71428489685050;
13/12/2018;21:00:00;14,9;13/12/2018;21:01:11;7,57142925262451;
13/12/2018;22:00:00;18,8;13/12/2018;22:01:11;10,85714244842520;
13/12/2018;23:00:00;12,2;13/12/2018;23:01:09;9,28571510314941;
14/12/2018;0:00:00;14,1;14/12/2018;0:01:10;10,85714340209960;
14/12/2018;1:00:00;12,1;14/12/2018;1:01:10;9,57142829895019;
14/12/2018;2:00:00;13,4;14/12/2018;2:01:21;16,85714340209960;
14/12/2018;3:00:00;13;14/12/2018;3:01:10;15,14285659790030;
14/12/2018;4:00:00;13,1;14/12/2018;4:01:10;14,57142734527580;
14/12/2018;5:00:00;12,8;14/12/2018;5:01:10;17,42857170104980;
14/12/2018;6:00:00;16,2;14/12/2018;6:01:10;11,71428489685050;
14/12/2018;7:00:00;19,6;14/12/2018;7:01:10;14,14285659790030;
14/12/2018;8:00:00;25,6;14/12/2018;8:01:10;14,85714149475090;
14/12/2018;9:00:00;21,4;14/12/2018;9:01:10;13,28571319580070;
14/12/2018;10:00:00;15,2;14/12/2018;10:01:10;16,57142829895010;
14/12/2018;11:00:00;13;14/12/2018;11:01:11;22,42857170104980;
14/12/2018;12:00:00;11,4;14/12/2018;12:01:10;28,85714149475090;
14/12/2018;13:00:00;11,3;14/12/2018;13:01:10;34,71428680419920;
14/12/2018;14:00:00;12,5;14/12/2018;14:01:11;24,00000190734860;
14/12/2018;15:00:00;13,1;14/12/2018;15:01:09;15,42856979370110;
14/12/2018;16:00:00;13,6;14/12/2018;16:01:10;14,57142734527580;
14/12/2018;17:00:00;11,6;14/12/2018;17:01:10;11,57142829895010;
14/12/2018;18:00:00;13,9;14/12/2018;18:01:10;12,28571414947500;
14/12/2018;19:00:00;15,5;14/12/2018;19:01:11;19,14285659790030;
14/12/2018;20:00:00;16;14/12/2018;20:19:18;22,57142829895010;
11/04/2019;17:00:00;18,5;11/04/2019;17:29:20;23,50000000000000;
11/04/2019;18:00:00;18,9;11/04/2019;18:02:49;22,08333396911620;
11/04/2019;19:00:00;18;11/04/2019;19:02:50;25,25000000000000;
11/04/2019;20:00:00;18,4;11/04/2019;20:03:00;28,74999809265130;
11/04/2019;21:00:00;19,3;11/04/2019;21:02:49;29,00000000000000;
11/04/2019;22:00:00;20,2;11/04/2019;22:02:50;27,83333396911620;
11/04/2019;23:00:00;20,1;11/04/2019;23:02:50;27,16666603088370;
12/04/2019;0:00:00;18,7;12/04/2019;0:02:50;25,83333587646480;
12/04/2019;1:00:00;18;12/04/2019;1:02:50;33,41666793823240;
12/04/2019;2:00:00;18,3;12/04/2019;2:02:50;28,66666603088370;
12/04/2019;3:00:00;20;12/04/2019;3:02:50;31,74999809265130;
12/04/2019;4:00:00;21,1;12/04/2019;4:04:39;27,91666793823240;
12/04/2019;5:00:00;28,4;12/04/2019;5:02:49;27,33333396911620;
12/04/2019;6:00:00;26,1;12/04/2019;6:02:48;27,00000000000000;
12/04/2019;7:00:00;24;12/04/2019;7:02:49;26,16666412353510;
12/04/2019;8:00:00;24,3;12/04/2019;8:02:49;25,08333396911620;
12/04/2019;9:00:00;29;12/04/2019;9:02:49;24,83333396911620;
12/04/2019;10:00:00;23,3;12/04/2019;10:02:49;34,58333587646480;
12/04/2019;12:00:00;19,9;12/04/2019;12:03:00;35,41666412353510;
12/04/2019;13:00:00;18,1;12/04/2019;13:02:48;35,08333587646480;
12/04/2019;14:00:00;18,8;12/04/2019;14:02:48;41,91666793823240;
12/04/2019;15:00:00;23,8;12/04/2019;15:02:48;35,58333206176750;
12/04/2019;16:00:00;27,6;12/04/2019;16:02:48;33,91666793823240;
12/04/2019;17:00:00;26,2;12/04/2019;17:02:48;30,00000190734860;
12/04/2019;18:00:00;29,5;12/04/2019;18:02:48;28,75000000000000;
12/04/2019;19:00:00;22;12/04/2019;19:02:48;27,16666412353510;
12/04/2019;20:00:00;21,3;12/04/2019;20:02:48;30,83333396911620;
12/04/2019;21:00:00;25,5;12/04/2019;21:02:48;42,83333587646480;
12/04/2019;22:00:00;24,7;12/04/2019;22:02:48;40,41666793823240;
12/04/2019;23:00:00;24,5;12/04/2019;23:02:48;43,99999618530270;
13/04/2019;0:00:00;18,4;13/04/2019;0:02:48;37,41666793823240;
13/04/2019;1:00:00;19,1;13/04/2019;1:02:48;35,91666412353510;
13/04/2019;2:00:00;22,1;13/04/2019;2:02:48;32,00000000000000;
13/04/2019;3:00:00;25,4;13/04/2019;3:02:48;34,08333206176750;
13/04/2019;4:00:00;24,4;13/04/2019;4:04:40;33,91666793823240;
13/04/2019;5:00:00;24,3;13/04/2019;5:02:49;27,00000381469720;
13/04/2019;6:00:00;26,2;13/04/2019;6:02:49;26,16666793823240;
13/04/2019;7:00:00;29,3;13/04/2019;7:02:49;26,08333206176750;
13/04/2019;8:00:00;29,5;13/04/2019;8:02:49;27,33333587646480;
13/04/2019;9:00:00;31,4;13/04/2019;9:02:49;32,83333587646480;
13/04/2019;10:00:00;24,3;13/04/2019;10:02:49;29,66666793823240;
13/04/2019;11:00:00;21,7;13/04/2019;11:02:49;33,50000000000000;
13/04/2019;12:00:00;24,6;13/04/2019;12:02:49;33,33333206176750;
13/04/2019;13:00:00;27,2;13/04/2019;13:02:49;40,66666793823240;
13/04/2019;14:00:00;25,9;13/04/2019;14:02:49;42,16666412353510;
13/04/2019;15:00:00;26,7;13/04/2019;15:02:49;36,74999618530270;
13/04/2019;16:00:00;29,2;13/04/2019;16:02:49;31,08333396911620;
13/04/2019;18:00:00;14,2;13/04/2019;18:03:00;36,50000381469720;
13/04/2019;19:00:00;10,6;13/04/2019;19:02:49;40,16666412353510;
13/04/2019;20:00:00;12,7;13/04/2019;20:02:49;36,24999618530270;
13/04/2019;21:00:00;13;13/04/2019;21:02:56;40,66666412353510;
13/04/2019;22:00:00;16,8;13/04/2019;22:02:59;39,33333206176750;
13/04/2019;23:00:00;15,8;13/04/2019;23:02:50;27,33333396911620;
14/04/2019;0:00:00;17;14/04/2019;0:30:43;10,83333396911620;
14/04/2019;1:00:00;18,1;14/04/2019;1:02:50;15,49999904632560;
14/04/2019;2:00:00;17;14/04/2019;2:03:05;13,33333301544180;
14/04/2019;3:00:00;18;14/04/2019;3:03:01;18,58333396911620;
14/04/2019;4:00:00;19,3;14/04/2019;4:04:47;20,41666793823240;
14/04/2019;5:00:00;20,1;14/04/2019;5:03:00;21,66666793823240;
14/04/2019;6:00:00;20,8;14/04/2019;6:02:58;21,50000190734860;
14/04/2019;7:00:00;25;14/04/2019;7:03:00;20,66666793823240;
14/04/2019;8:00:00;23,9;14/04/2019;8:02:58;21,25000000000000;
14/04/2019;9:00:00;24,4;14/04/2019;9:03:01;23,58333587646480;
14/04/2019;10:00:00;23,9;14/04/2019;10:03:11;27,08333206176750;
14/04/2019;11:00:00;20,6;14/04/2019;11:03:00;27,00000000000000;
14/04/2019;12:00:00;19;14/04/2019;12:02:59;29,16666603088370;
14/04/2019;13:00:00;20,3;14/04/2019;13:02:55;34,41666793823240;
14/04/2019;14:00:00;20,3;14/04/2019;14:02:59;34,66666793823240;
14/04/2019;15:00:00;21,3;14/04/2019;15:03:00;31,08333587646480;
14/04/2019;16:00:00;21,1;14/04/2019;16:02:51;29,16666603088370;
14/04/2019;17:00:00;20,4;14/04/2019;17:02:50;28,33333206176750;
14/04/2019;18:00:00;20,1;14/04/2019;18:02:50;27,91666603088370;
15/04/2019;2:00:00;9,2;15/04/2019;2:06:50;28,91666603088370;
15/04/2019;4:00:00;10;15/04/2019;4:04:42;23,08333206176750;
15/04/2019;21:00:00;21,3;15/04/2019;21:04:32;24,50000190734860;
15/04/2019;22:00:00;18,4;15/04/2019;22:02:50;24,50000000000000;
16/04/2019;0:00:00;18,8;16/04/2019;0:18:12;26,08333206176750;
16/04/2019;1:00:00;17,5;16/04/2019;1:04:29;23,91666603088370;
16/04/2019;2:00:00;15,7;16/04/2019;2:02:50;32,50000000000000;
16/04/2019;3:00:00;17,1;16/04/2019;3:25:46;28,16666603088370;
16/04/2019;4:00:00;20,2;16/04/2019;4:04:40;26,58333206176750;
16/04/2019;5:00:00;19,5;16/04/2019;5:02:50;25,08333396911620;
16/04/2019;6:00:00;25,1;16/04/2019;6:02:50;26,08333396911620;
16/04/2019;7:00:00;23,1;16/04/2019;7:03:00;21,41666793823240;
16/04/2019;8:00:00;22,2;16/04/2019;8:02:50;20,16666603088370;
16/04/2019;9:00:00;19,9;16/04/2019;9:02:50;21,66666793823240;
16/04/2019;10:00:00;17,4;16/04/2019;10:02:50;21,33333015441890;
16/04/2019;11:00:00;15,3;16/04/2019;11:02:50;22,83333396911620;
16/04/2019;12:00:00;14,4;16/04/2019;12:02:50;27,66666603088370;
16/04/2019;13:00:00;13,6;16/04/2019;13:02:50;26,00000190734860;
16/04/2019;14:00:00;13,5;16/04/2019;15:04:45;23,74999809265130;
16/04/2019;16:00:00;15,8;16/04/2019;16:02:49;24,00000000000000;
16/04/2019;17:00:00;16,8;16/04/2019;17:02:50;19,75000000000000;
16/04/2019;18:00:00;18,9;16/04/2019;18:03:10;18,58333396911620;
16/04/2019;19:00:00;18,1;16/04/2019;19:02:50;16,08333396911620;
16/04/2019;20:00:00;18,4;16/04/2019;20:02:50;18,25000000000000;
16/04/2019;21:00:00;20,1;16/04/2019;21:02:50;19,83333206176750;
16/04/2019;22:00:00;20,5;16/04/2019;22:02:50;22,00000000000000;
16/04/2019;23:00:00;22,1;16/04/2019;23:02:49;25,75000000000000;
17/04/2019;0:00:00;20,2;17/04/2019;0:02:50;24,66666793823240;
17/04/2019;1:00:00;19;17/04/2019;1:02:50;24,25000190734860;
17/04/2019;2:00:00;21,2;17/04/2019;2:02:50;21,83333396911620;
17/04/2019;3:00:00;14,6;17/04/2019;3:02:50;20,49999809265130;
17/04/2019;4:00:00;18,5;17/04/2019;4:04:42;22,00000000000000;
17/04/2019;5:00:00;19,3;17/04/2019;5:02:49;23,83333206176750;
17/04/2019;6:00:00;16,8;17/04/2019;6:02:50;21,16666603088370;
17/04/2019;7:00:00;15,4;17/04/2019;7:02:50;20,58333396911620;
17/04/2019;8:00:00;17,7;17/04/2019;8:02:50;28,16666793823240;
17/04/2019;9:00:00;19,6;17/04/2019;9:02:50;15,66666698455810;
17/04/2019;10:00:00;18,7;17/04/2019;10:02:50;22,25000190734860;
17/04/2019;11:00:00;21;17/04/2019;11:03:01;18,33333396911620;
17/04/2019;12:00:00;21,9;17/04/2019;12:02:49;19,58333206176750;
17/04/2019;13:00:00;21,9;17/04/2019;13:02:50;19,66666793823240;
17/04/2019;14:00:00;21,4;17/04/2019;14:02:49;21,33333396911620;
17/04/2019;15:00:00;19,6;17/04/2019;15:03:01;24,58333396911620;
17/04/2019;16:00:00;21,6;17/04/2019;16:02:49;30,83333206176750;
17/04/2019;17:00:00;23,2;17/04/2019;17:02:50;30,66666412353510;
17/04/2019;18:00:00;24;17/04/2019;18:02:50;32,75000000000000;
17/04/2019;19:00:00;24,9;17/04/2019;19:02:50;32,08333587646480;
17/04/2019;20:00:00;25,4;17/04/2019;20:02:50;31,00000190734860;
17/04/2019;21:00:00;25,3;17/04/2019;21:02:50;29,83333396911620;
17/04/2019;22:00:00;21,7;17/04/2019;22:03:01;30,49999809265130;
17/04/2019;23:00:00;25,9;17/04/2019;23:02:49;31,08333396911620;
18/04/2019;0:00:00;24,6;18/04/2019;0:02:50;31,91666603088370;
18/04/2019;1:00:00;23,4;18/04/2019;1:02:50;33,33333587646480;
18/04/2019;2:00:00;25,3;18/04/2019;2:02:50;33,91666412353510;
18/04/2019;3:00:00;15,5;18/04/2019;3:02:50;24,33333396911620;
18/04/2019;4:00:00;12,3;18/04/2019;4:04:40;29,91666412353510;
18/04/2019;5:00:00;12,6;18/04/2019;5:02:49;36,00000000000000;
18/04/2019;6:00:00;15,3;18/04/2019;6:02:50;33,75000000000000;
18/04/2019;7:00:00;17,1;18/04/2019;7:02:50;32,08333587646480;
18/04/2019;8:00:00;17,1;18/04/2019;8:02:49;20,33333396911620;
18/04/2019;9:00:00;16,5;18/04/2019;9:02:49;20,25000000000000;
18/04/2019;10:00:00;16,6;18/04/2019;10:02:50;17,08333206176750;
18/04/2019;11:00:00;16,6;18/04/2019;11:02:50;19,25000000000000;
18/04/2019;12:00:00;16,9;18/04/2019;12:02:50;23,83333015441890;
18/04/2019;13:00:00;17;18/04/2019;13:02:50;23,66666603088370;
18/04/2019;14:00:00;17,1;18/04/2019;14:02:50;17,91666603088370;
18/04/2019;15:00:00;16,5;18/04/2019;15:02:50;22,00000000000000;
18/04/2019;16:00:00;13,2;18/04/2019;16:02:50;22,58333206176750;
18/04/2019;17:00:00;4,7;18/04/2019;17:02:50;26,16666603088370;
18/04/2019;18:00:00;5,2;18/04/2019;18:02:49;24,83333206176750;
18/04/2019;19:00:00;7;18/04/2019;19:02:50;26,33333206176750;
18/04/2019;20:00:00;7,4;18/04/2019;20:02:50;26,00000190734860;
18/04/2019;21:00:00;7,8;18/04/2019;21:02:50;27,00000000000000;
18/04/2019;22:00:00;7,7;18/04/2019;22:03:00;5,00000000000000;
18/04/2019;23:00:00;6,5;18/04/2019;23:02:49;1,00000000000000;
19/04/2019;0:00:00;7,5;19/04/2019;0:02:50;2,83333349227905;
19/04/2019;1:00:00;6,3;19/04/2019;1:02:50;1,58333325386047;
19/04/2019;2:00:00;7,7;19/04/2019;2:02:50;2,99999976158142;
19/04/2019;3:00:00;6,9;19/04/2019;3:02:49;6,58333301544189;
19/04/2019;4:00:00;5,9;19/04/2019;4:03:10;6,08333349227905;
19/04/2019;5:00:00;6,2;19/04/2019;5:02:50;6,33333301544189;
19/04/2019;6:00:00;7,2;19/04/2019;6:02:50;7,16666603088378;
19/04/2019;7:00:00;8,6;19/04/2019;7:02:50;4,00000000000000;
19/04/2019;8:00:00;9,4;19/04/2019;8:02:50;7,25000095367431;
19/04/2019;9:00:00;8,4;19/04/2019;9:02:50;6,08333253860473;
19/04/2019;10:00:00;9,5;19/04/2019;10:02:50;5,41666650772094;
19/04/2019;11:00:00;9,4;19/04/2019;11:02:50;7,50000047683715;
19/04/2019;12:00:00;8,7;19/04/2019;12:02:50;7,58333301544189;
19/04/2019;13:00:00;9,5;19/04/2019;13:02:50;7,16666650772094;
19/04/2019;14:00:00;9,5;19/04/2019;14:02:50;9,75000000000000;
19/04/2019;15:00:00;9,5;19/04/2019;15:03:00;9,41666698455810;
19/04/2019;16:00:00;8,6;19/04/2019;16:02:50;10,25000000000000;
19/04/2019;17:00:00;9,5;19/04/2019;17:02:50;7,83333349227905;
19/04/2019;18:00:00;11;19/04/2019;18:02:50;10,58333206176750;
19/04/2019;19:00:00;11,2;19/04/2019;19:02:50;11,33333301544180;
19/04/2019;20:00:00;4,8;19/04/2019;20:02:50;12,00000000000000;
19/04/2019;21:00:00;4;19/04/2019;21:02:50;10,74999904632560;
19/04/2019;22:00:00;7,1;19/04/2019;22:02:50;11,16666698455810;
19/04/2019;23:00:00;7,2;19/04/2019;23:02:50;12,99999904632560;
20/04/2019;0:00:00;5,9;20/04/2019;0:02:50;14,83333301544180;
20/04/2019;1:00:00;5,1;20/04/2019;1:02:50;4,75000047683715;
20/04/2019;2:00:00;4,6;20/04/2019;2:02:50;0,66666668653488;
20/04/2019;3:00:00;4,9;20/04/2019;3:02:50;0,41666668653488;
20/04/2019;4:00:00;5,4;20/04/2019;4:04:40;2,08333325386047;
20/04/2019;5:00:00;5,8;20/04/2019;5:02:49;3,91666674613952;
20/04/2019;6:00:00;5,3;20/04/2019;6:02:50;3,24999976158142;
20/04/2019;7:00:00;8,9;20/04/2019;7:02:50;1,58333337306976;
20/04/2019;8:00:00;9,6;20/04/2019;8:02:50;2,16666650772094;
20/04/2019;9:00:00;9;20/04/2019;9:03:00;2,58333325386047;
20/04/2019;10:00:00;9,3;20/04/2019;10:02:50;2,08333325386047;
20/04/2019;11:00:00;8,3;20/04/2019;11:02:50;3,41666674613952;
20/04/2019;12:00:00;8,4;20/04/2019;12:02:50;3,16666674613952;
20/04/2019;13:00:00;9,3;20/04/2019;13:03:00;3,16666650772094;
20/04/2019;14:00:00;8,5;20/04/2019;14:02:49;4,33333396911621;
20/04/2019;15:00:00;8,1;20/04/2019;15:02:50;5,33333301544189;
20/04/2019;16:00:00;8,2;20/04/2019;16:03:00;6,58333301544189;
20/04/2019;17:00:00;8,5;20/04/2019;17:02:49;7,16666698455810;
20/04/2019;18:00:00;10,2;20/04/2019;18:02:50;8,50000000000000;
20/04/2019;19:00:00;11,2;20/04/2019;19:02:50;9,00000000000000;
20/04/2019;20:00:00;8,2;20/04/2019;20:03:00;10,25000000000000;
20/04/2019;21:00:00;5,8;20/04/2019;21:02:49;8,16666698455810;
20/04/2019;22:00:00;6,1;20/04/2019;22:02:50;9,33333301544189;
20/04/2019;23:00:00;6,6;20/04/2019;23:03:00;10,91666603088370;
21/04/2019;0:00:00;5,7;21/04/2019;0:02:50;12,08333206176750;
21/04/2019;1:00:00;5,3;21/04/2019;1:02:50;13,08333301544180;
21/04/2019;2:00:00;6,1;21/04/2019;2:02:50;5,41666650772094;
21/04/2019;3:00:00;7,7;21/04/2019;3:03:00;4,00000000000000;
21/04/2019;4:00:00;7,5;21/04/2019;4:03:11;2,75000023841857;
21/04/2019;5:00:00;8,3;21/04/2019;5:02:50;3,83333349227905;
21/04/2019;6:00:00;8,9;21/04/2019;6:03:00;4,33333301544189;
21/04/2019;7:00:00;11;21/04/2019;7:02:50;4,50000000000000;
21/04/2019;8:00:00;11,1;21/04/2019;8:02:50;8,66666698455810;
21/04/2019;9:00:00;8,9;21/04/2019;9:02:50;5,58333301544189;
21/04/2019;10:00:00;7,4;21/04/2019;10:02:50;5,66666650772094;
21/04/2019;11:00:00;5,8;21/04/2019;11:02:50;5,16666650772094;
21/04/2019;12:00:00;6;21/04/2019;12:02:50;5,83333301544189;
21/04/2019;13:00:00;6;21/04/2019;13:02:50;7,91666698455810;
21/04/2019;14:00:00;20,1;21/04/2019;14:02:50;12,83333396911620;
21/04/2019;15:00:00;5,4;21/04/2019;15:02:50;8,50000000000000;
21/04/2019;16:00:00;5,6;21/04/2019;16:02:50;4,33333349227905;
21/04/2019;17:00:00;6,1;21/04/2019;17:02:50;3,66666650772094;
21/04/2019;18:00:00;6,4;21/04/2019;18:02:50;3,08333349227905;
21/04/2019;19:00:00;6,4;21/04/2019;19:02:50;3,66666650772094;
21/04/2019;20:00:00;8,2;21/04/2019;20:02:50;3,83333349227905;
21/04/2019;21:00:00;10,6;21/04/2019;21:02:50;4,75000000000000;
21/04/2019;22:00:00;8;21/04/2019;22:02:50;4,58333349227905;
